1,Item,Page 17-18,Categories,Sub-Categories,Group Item,Group Components,Short Description,Long Description,Origin,CTN,Shipping Length (Inch),Shipping Width (Inch),Shipping Height (Inch),Shipping Volume (CuFt),Shipping Weight (LB),Product Dimension (Inch),Style,Material,Material %1,Material %2,Size,Name,Reference Image,Color,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Summary
2586,CM7725BK-Q-BED,114,Bedroom,Beds,Y,"CM7725BK-Q-HBFB, CM7725BK-Q-R","Queen Bed, Black","Furniture of America CRESSIDA Contemporary Queen Bed, Black",,2,0,0,0,12.8,104.06,"89 7/8""L X 64 1/8""W X 46""H",Contemporary,,,,Queen,CRESSIDA,CM7725BK.jpg,Black,Contemporary Style,Padded Leatherette Platform Bed,Biscuit Style Headboard,Tapered Legs,Solid Wood & Others*,Black,,,,,"Simple yet charming, this adorable platform bed suits all décor styles and will surely become a versatile piece to be cherished for years to come. The timeless, tufted headboard adds a touch of visual interest while maintaining the clean, classic loo k with its leatherette upholstery.  -"
2629,CM7421BK-Q-BED,117,Bedroom,Beds,Y,"CM7421BK-Q-HB, CM7421BK-Q-FBR","Queen Bed, Black","Furniture of America BETELGEUSE Contemporary Queen Bed, Black",,2,0,0,0,17,108.4,"88 1/2""L X 65 3/4""W X 54 1/2""H",Contemporary,,,,Queen,BETELGEUSE,CM7421BK.jpg,Black,Contemporary Style,Platform Bed,Camelback Design,Button Tufting with LED Lights,Padded Flannelette Frame,Touch Switch on Both Sides of H/B,Solid Wood & Others*,Black,,,"Fall asleep dreaming of stars with this beautiful LED headboard bed frame. Unique LED lights accentuate the button tufting and create the feeling of being outside, watching the bright twinkling lights. Upholstered in a soft padded fabric, this bed pr ovides comfort and creates a cozy atmosphere for any room. -"
2881,CM7128BK-Q-BED,126,Bedroom,Beds,Y,"CM7128BK-Q-HB, CM7128BK-Q-FB, CM7128BK-Q-R","Queen Bed, Black","Furniture of America NOELLA Contemporary Queen Bed, Black",,3,0,0,0,44.8,201.08,"108""L X 68 1/2""W X 53 1/4""H",Contemporary,,,,Queen,NOELLA,CM7128BK.jpg,Black,Contemporary Style,Crystal-like Acrylic Button Tufting,Nailhead Trim,Padded Flannelette,Solid Wood & Others*,Black,,,,,"Equipped with slat kits, this padded black flannelette fabric bed is available in three sizes, each of which enhance the scrolled sleigh structure and deep button tufting. The delicate curved design is accented with crystal-like acrylic buttons and t railed by shined nailhead trim. -"
2955,CM7262BK-Q-BED,128,Bedroom,Beds,Y,"CM7262BK-Q-HB, CM7262BK-Q-FBR","Queen Bed, Black","Furniture of America GILLIAN Contemporary Queen Bed, Black",,2,0,0,0,14.9,121,"86 1/2""L X 65 1/2""W X 59""H",Contemporary,,,,Queen,GILLIAN,CM7262BK.jpg,Black,Contemporary Style,Low Profile Bed,Padded Linen-like Fabric,Chrome Frame,Solid Wood & Others*,Black,,,,,"Make a dramatic statement in your bedroom with this striking, contemporary style bed that showcases a beautifully paneled headboard. The plush, linen upholstered frame is lined with a sleek chrome frame for a brilliant contrast that will make jaws dr op! -"
2708,CM7677BL-Q-BED,120,Bedroom,Beds,Y,"CM7677BL-Q-HB, CM7677BL-Q-FBR","Queen Bed, Blue","Furniture of America ANABELLE Contemporary Queen Bed, Blue",,2,0,0,0,9.2,106.9,"85 7/8""L X 67 1/4""W X 50 1/2""H",Contemporary,,,,Queen,ANABELLE,CM7677BL.jpg,Blue,Contemporary Style,Wingback Headboard Design,Nailhead Trim,Button Tufted,Padded Linen-like Fabric,Solid Wood & Others*,Blue,,,,"A bold statement piece to boost the appeal of any bedroom, this platform bed is a surefire hit to create a contemporary sleeping environment. The oversized wingback headboard features eye-catching button tufting and comes dual-lined with nailhead tri m. The linen-like upholstery comes tightly wrapped around the platform structure, ensuring a clean yet cozy visual.  -"
3015,CM7695BL-Q-BED,130,Bedroom,Beds,Y,"CM7695BL-Q-HB, CM7695BL-Q-FBR","Queen Bed, Blue","Furniture of America Erglow I Contemporary Queen Bed, Blue",,2,0,0,0,11.1,127.3,"86 1/2""L X 64""W X 56""H",Contemporary,"Flannelette, Solid Wood & Others",,,Queen,Erglow I,CM7695BL.jpg,Blue,Contemporary Style,Padded Flannelette Frame,LED Light Trim on Headboard,Touch Switch on Left Side of Bed,Slat Kit Included,Solid Wood/Others,Blue,,,,"Ideal for night owl reading enthusiasts, this flannelette upholstered bed is a must-have with its touch LED lighting trim. Scared of the dark? Just press the built-in touch button along the side and the light strip will brighten your room immediately . -"
296,CM7623BC-Q-BED,23,Bedroom,Beds,Y,"CM7623Q-HB, CM7623Q-FBC, CM7623Q-R","Queen Bed, Bookcase Footboard","Furniture of America COIMBRA Rustic Queen Bed, Bookcase Footboard",,3,0,0,0,30.7,250.14,"99 3/4""L X 73""W X 42""H",Rustic,,,,Queen,COIMBRA,CM7623BC.jpg,Rustic Natural Tone,Rustic Style,Low Profile Bed w/ Plank Panel Headboard,Bookcase Footboard,Felt-lined Top Drawers,Wooden Bar Handles,Slat Kit Included,"Solid Wood, Wood Veneer, Others*",Rustic Natural Tone Finish,,,"This transitional collection will be the perfect addition to any home looking to revamp their interior décor. The low profile bed features a plank style headboard and bookcase footboard for storage while all items feature a flat sturdy base with dark er toned paneling, creating a unifying visual. -"
2315,CM7603BR-Q-BED,105,Bedroom,Beds,Y,"CM7603BR-Q-HB/FB, CM7603BR-Q-R","Queen Bed, Brown","Furniture of America BENNETT Transitional Queen Bed, Brown",,2,0,0,0,33.3,165,"103""L X 66 1/2""W X 51 3/4""H",Transitional,"Leatherette, Solid Wood & Others",,,Queen,BENNETT,CM7603BR.jpg,Brown,Transitional Style,Button Tufted H/B & F/B,Nailhead Trim,Solid Wood & Others,Available in 2 Design & 2 Colors,,,,,,Put a twist on the classic sleigh bed with this curvy and elegantly designed bed. The stylish tufting and nailhead trim enhance the sleek rolled leatherette. Button tufting along the headboard and footboard creates an attractive appeal while you cozy  up in this exquisite bed. Available in brown or white. -
775,CM7068Q-BED,43,Bedroom,Beds,Y,"CM7068Q-HB, CM7068Q-FB, CM7068Q-R13","Queen Bed, Brown Cherry Finish","Furniture of America Enrico I Contemporary Queen Bed, Brown Cherry Finish",,3,0,0,0,12,127.6,"85 1/4""L X 63 1/2""W X 49""H",Contemporary,"Leatherette, Solid Wood, Wood Veneer & Others",,,Queen,Enrico I,CM7068.jpg,Brown Cherry,Contemporary Style,Platform Bed,Padded Leatherette H/B,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,,"Update your bedroom with sleek contemporary styling and design. The platform bed features a padded leatherette headboard. Matching chest, dresser, night stand and media chest round out the up to date group and are the perfect additions to the contemp orary home. The finish comes in two colors. -"
2166,CM7866CH-Q-BED,98,Bedroom,Beds,Y,"CM7866CH-Q-HBFB, CM7866CH-Q-R","Queen Bed, Cherry","Furniture of America LOUIS PHILIPPE III Transitional Queen Bed, Cherry",,2,0,0,0,7.5,88.18,"88 1/8""L X 62 1/2""W X 47 1/4""H",Transitional,,,,Queen,LOUIS PHILIPPE III,CM7866CH.jpg,Cherry,Transitional Style,English Dovetail Construction,Sleigh Bed,Slat Kit Included,Antique Drawer Pulls,"Solid Wood, Wood Veneer, Others",Cherry Finish,,,,"Style your master bedroom however you like with this classic collection, featuring a sleigh bed design with matching multi-storage case goods, all with an identical cherry finish. The nightstand, chest and dresser allow you to store clothes, bedding  and any other items. Bring a unique taste to your bedroom while creating a relaxing and stylish environment. -"
3120,CM7678BL-Q-BED,132,Bedroom,Beds,Y,"CM7678BL-Q-HB, CM7678BL-Q-FBR","Queen Bed, Dark Blue","Furniture of America Ennis Contemporary Queen Bed, Dark Blue",,2,0,0,0,8.5,75.7,"86 1/2""L X 62 1/2""W X 42""H",Contemporary,"Linen-like Fabric, Solid Wood & Others",,,Queen,Ennis,CM7678BL.jpg,Dark Blue,Contemporary Style,Curved Top Headboard,Detailed Stitching,Espresso Tapered Legs,Linen-like Fabric,Solid Wood/Others,Dark Blue,,,,"Set the scene for a cozy night's sleep in this warm and inviting platform bed. The headboard top is ever so slightly curved for a modern touch, while detailed stitching runs up and down along the headboard. Padded and upholstered in linen-like fabric , this bed makes for an attractive piece and a relaxing oasis. -"
3135,CM7678GY-Q-BED,132,Bedroom,Beds,Y,"CM7678GY-Q-HB, CM7678GY-Q-FBR","Queen Bed, Dark Gray","Furniture of America Ennis Contemporary Queen Bed, Dark Gray",,2,0,0,0,8.5,75.7,"86 1/2""L X 62 1/2""W X 42""H",Contemporary,"Linen-like Fabric, Solid Wood & Others",,,Queen,Ennis,CM7678GY.jpg,Dark Gray,Contemporary Style,Curved Top Headboard,Detailed Stitching,Espresso Tapered Legs,Linen-like Fabric,Solid Wood/Others,Dark Gray,,,,"Set the scene for a cozy night's sleep in this warm and inviting platform bed. The headboard top is ever so slightly curved for a modern touch, while detailed stitching runs up and down along the headboard. Padded and upholstered in linen-like fabric , this bed makes for an attractive piece and a relaxing oasis. -"
2510,CM7008Q-BED,112,Bedroom,Beds,Y,"CM7008Q-HB, CM7008Q-FBR","Queen Bed, Espresso","Furniture of America Winn Park Contemporary Queen Bed, Espresso",,2,0,0,0,7.2,77,"86 1/2""L X 63 1/4""W X 39 1/2""H",Contemporary,"Leatherette, Solid Wood & Others",,,Queen,Winn Park,CM7008.jpg,Espresso,Contemporary Style,Padded Leatherette Platform Bed,English Style Headboard,European Style Slat Kit,Solid Wood & Others,Available in 3 Colors,,,,,"Form, function, and convenience are the hallmarks of this contemporary bedroom group. The padded leatherette headboard and platform create an urban feel, while the ultra-modern clean lines of the matching chest, dresser, and night stand accentuate th e look of the set. A twin size bed is also available with its own set of kids' case goods. -"
89,CM7831F-Q-BED,11,Bedroom,Beds,Y,"CM7831F-Q-HB, CM7831Q-FB, CM7831Q-R","Queen Bed, Fabric H/B","Furniture of America EMMALINE Transitional Queen Bed, Fabric H/B",,3,0,0,0,22.7,185.02,"87 3/8""L X 66 7/8""W X 64""H",Transitional,,,,Queen,EMMALINE,CM7831F.jpg,Warm Chestnut,Transitional Style,Fabric Headboard Designs,Laser Cut Drawer Panel Design,Felt-lined Top Drawers,"Solid Wood, Wood Veneer, Others*",Warm Chestnut Finish,,,,,"Subtle details add up, as proven by this gorgeous warm chestnut finished bedroom collection. Laser-cut designs along each drawer panel and the wooden headboard option bring in an effortless, romantic appeal. The warm chestnut finish is sure to emphas ize the wood craftsmanship while traditional moulding provides added sophistication and class. Choose between a linen-upholstered or wooden headboard to complete your bedroom set. -"
1215,CM7559F-Q-BED,59,Bedroom,Beds,Y,"CM7559F-Q-HB, CM7559F-Q-FB, CM7559F-Q-R","Queen Bed, Fabric Headboard","Furniture of America TYCHUS Transitional Queen Bed, Fabric Headboard",,3,0,0,0,13.1,132,"86 3/8""L X 63 1/4""W X 50""H",Transitional,,,,Queen,TYCHUS,CM7559F.jpg,Dark Oak,Transitional Style,Platform Bed,Gold Accent Drawer Handles and Corners,Hidden Drawer in Night Stand,Felt-lined Top Drawers,"Solid Wood, Wood Veneer, Others*",Fabric Headboard,Dark Oak Finish,,,"An eclectic design with tons of character, this dark oak bedroom collection makes a statement like no other! Rustic, wood grain details, and a padded fabric headboard provide a warmth to a space that will make even the coldest winters feel cozy. Cont rasting gold finished handles, legs and corner braces add a beautifully chic touch to complete this platform bed and its spacious matching case goods. -"
959,CM7782Q-BED,50,Bedroom,Beds,Y,"CM7782Q-HB, CM7782Q-FB, CM7782Q-R","Queen Bed, Gray","Furniture of America SNYDER II Contemporary Queen Bed, Gray",,3,0,0,0,11.6,116.6,"85""L X 63 1/2""W X 48""H",Contemporary,,,,Queen,SNYDER II,CM7782.jpg,Gray,Contemporary Style,Padded Leatherette Headboard,Platform Bed,Mid-Century Case Goods Legs,Button Tufted,Chrome Bar Pull Handles,"Solid Wood, Wood Veneer, Others",Gray Finish,,,"When updating your bedroom decor, let this set offer stress-free ease with its coordinating pieces. The perfect ensemble of contemporary and modern design, this set is a must have. With its flattering and easy-to-pair coloring, the tufted faux leathe r bed offers a platform design with a convenient low profile footboard. Complimenting case goods with ample storage space complete the subtly refined appearance. -"
2185,CM7866GY-Q-BED,98,Bedroom,Beds,Y,"CM7866GY-Q-HBFB, CM7866GY-Q-R","Queen Bed, Gray","Furniture of America LOUIS PHILIPPE III Contemporary Queen Bed, Gray",,2,0,0,0,7.5,88.18,"88 3/8""L X 62 1/2""W X 47 1/4""H",Contemporary,,,,Queen,LOUIS PHILIPPE III,CM7866GY.jpg,Gray,Transitional Style,Sleigh Bed,Antique Drawer Pulls,Bracket Feet,"Solid Wood, Wood Veneer, Others*",Gray Finish,,,,,"Style your master bedroom however you like with this classic collection, featuring a sleigh bed design with matching multi-storage case goods, all with an identical color finish. The nightstand, chest and dresser allow you to store clothes, bedding a nd any other items. Bring a unique taste to your bedroom while creating a relaxing and stylish environment. -"
2538,CM7008GY-Q-BED,113,Bedroom,Beds,Y,"CM7008GY-Q-HB, CM7008GY-Q-FBR","Queen Bed, Gray","Furniture of America Winn Park Contemporary Queen Bed, Gray",,2,0,0,0,7.1,77,"86 1/2""L X 63 1/4""W X 39 1/2""H",Contemporary,"Leatherette, Solid Wood & Others",,,Queen,Winn Park,CM7008GY.jpg,Gray,Contemporary Style,Padded Leatherette Platform Bed,English Style Headboard,European Style Slat Kit,Solid Wood & Others,Available in 3 Colors,,,,,"Form, function, and convenience are the hallmarks of this contemporary bedroom group. The padded leatherette headboard and platform create an urban feel, while the ultra-modern clean lines of the matching chest, dresser, and night stand accentuate th e look of the set. A twin size bed is also available with its own set of kids' case goods. -"
2644,CM7421GY-Q-BED,117,Bedroom,Beds,Y,"CM7421GY-Q-HB, CM7421GY-Q-FBR","Queen Bed, Gray","Furniture of America BETELGEUSE Contemporary Queen Bed, Gray",,2,0,0,0,17,108.4,"88 1/2""L X 65 3/4""W X 54 1/2""H",Contemporary,,,,Queen,BETELGEUSE,CM7421GY.jpg,Gray,Contemporary Style,Platform Bed,Camelback Design,Button Tufting with LED Lights,Padded Flannelette Frame,Touch Switch on Both Sides of H/B,Solid Wood & Others*,Gray,,,"Fall asleep dreaming of stars with this beautiful LED headboard bed frame. Unique LED lights accentuate the button tufting and create the feeling of being outside, watching the bright twinkling lights. Upholstered in a soft padded fabric, this bed pr ovides comfort and creates a cozy atmosphere for any room. -"
2893,CM7128GY-Q-BED,126,Bedroom,Beds,Y,"CM7128GY-Q-HB, CM7128GY-Q-FB, CM7128GY-Q-R","Queen Bed, Gray","Furniture of America Noella Glam Queen Bed, Gray",,3,0,0,0,44.8,201.08,"108""L X 68 1/2""W X 51 1/2""H",Glam,"Flannelette, Solid Wood & Others",,,Queen,Noella,CM7128GY.jpg,Gray,Contemporary Style,Crystal-like Acrylic Button Tufting,Nailhead Trim,Solid Wood/Others,Gray,,,,,,"Add bold and beautiful coloring to your bedroom in the form of these gorgeous bed options! Equipped with slat kits, this padded fabric bed is available in three eye-catching colors, each of which enhance the scrolled sleigh structure and deep button  tufting. The delicate curved design is accented with crystal-like acrylic buttons and trailed by shined nailhead trim. -"
3030,CM7695GY-Q-BED,130,Bedroom,Beds,Y,"CM7695GY-Q-HB, CM7695GY-Q-FBR","Queen Bed, Gray","Furniture of America Erglow I Contemporary Queen Bed, Gray",,2,0,0,0,11.1,127.3,"86 1/2""L X 64""W X 56""H",Contemporary,"Flannelette, Solid Wood & Others",,,Queen,Erglow I,CM7695GY.jpg,Gray,Contemporary Style,Padded Flannelette Frame,LED Light Trim on Headboard,Touch Switch on Left Side of Bed,Slat Kit Included,Solid Wood/Others,Gray,,,,"Ideal for night owl reading enthusiasts, this flannelette upholstered bed is a must-have with its touch LED lighting trim. Scared of the dark? Just press the built-in touch button along the side and the light strip will brighten your room immediately . -"
3168,CM7272GY-Q-BED,133,Bedroom,Beds,Y,"CM7272GY-Q-HBFB, CM7272GY-Q-R","Queen Bed, Gray","Furniture of America BARNEY Midcentury Modern Queen Bed, Gray",,2,65.5,38.3,8.8,15.3,97.9,"88 1/8""L X 65""W X 44 1/4""H",Midcentury Modern,,100% Polyester,,Queen,BARNEY,CM7272GY.jpg,Gray,Contemporary Style,Platform Bed,Padded Flannelette Frame,Button Tufted,Slat Kit Included,"Solid Wood, Others",Available in 5 Colors,Gray,,,"Five versatile colors, three comfortable sizes, one timeless design. These platform beds each feature smooth and inviting flannelette upholstery that allows the striking color options to make a statement. Curved corners, button accents and angled leg s work together to add a touch of mid-century modern to the setting. -"
2523,CM7008GF-Q-BED,113,Bedroom,Beds,Y,"CM7008GF-Q-HB, CM7008GF-Q-FBR","Queen Bed, Gray Fabric","Furniture of America WINN PARK Contemporary Queen Bed, Gray Fabric",,2,0,0,0,7.2,77,"86 1/2""L X 63 1/4""W X 39 1/2""H",Contemporary,"Fabric, Solid Wood & Others",,,Queen,WINN PARK,CM7008GF.jpg,Gray Fabric,Contemporary Style,Padded Leatherette Platform Bed,English Style Headboard,European Style Slat Kit,Solid Wood & Others,Available in 5 Colors,,,,,"Form, function, and convenience are the hallmarks of this contemporary bedroom group. The padded leatherette headboard and platform create an urban feel, while the ultra-modern clean lines of the matching chest, dresser, and night stand accentuates t he look of the set. -"
758,CM7068GY-Q-BED,42,Bedroom,Beds,Y,"CM7068GY-Q-HB, CM7068GY-Q-FB, CM7068GY-Q-R13","Queen Bed, Gray Finish","Furniture of America ENRICO I Contemporary Queen Bed, Gray Finish",,3,0,0,0,12,127.6,"85""L X 63 1/2""W X 49 1/2""H",Contemporary,"Solid Wood, Wood Veneer & Others",,,Queen,ENRICO I,CM7068GY.jpg,Gray,,,,,,,,,,,
48,CM7856Q-BED,8,Bedroom,Beds,Y,"CM7856Q-HB, CM7856Q-FB, CM7856Q-R","Queen Bed, Leatherette H/B","Furniture of America GANYMEDE Transitional Queen Bed, Leatherette H/B",,3,0,0,0,16.5,111.98,"86 3/8""L X 63 3/4""W X 58""H",Transitional,,,,Queen,GANYMEDE,CM7856.jpg,Gray,Transitional Style,Leatherette Headboard Designs,English Dovetail Drawer Construction,Felt-Lined Top Drawers,"Solid Wood, Wood Veneer, Others*",Gray Finish,,,,,"When you think of country farmhouse this lovely bedroom collection comes to mind. The soothing gray finish has a rustic, weathered look that goes beautifully with the vertical panel detailing.Flat panel drawers compliment the simple design and prov ide an outstanding amount of storage space. With its gorgeous leatherette headboard, this charming design will create an undeniably cozy atmosphere. -"
